query_id,answer
hBVC6eGnTWQpVP8Y,b0e7b1e31b485461 f92cd09076e7ca55 704b7d0518a56812 e0b9925396dc7890 4953bde68ffb61a4 76af2c302cafdbfe 2b08db6b3b90dd7f 310ae158d70ddf47 185f485ebf1e22a5 00e224031918e952 b06a34280bc77980 7be8e4fa8f4357bf 20a8ac2743003f37 921156bd95325015 04f1a028906ce459 78a0fe4d44cea589 5d3627381164ea6d 16ea0193723413e3 6ea1e4b57b2bd2b3 d3605c78dc9305a2 4280ba0b0cb2b97d 97a2927035496ce8 7843f996064b9d53 1d83423ca8e24b89 35ec2e9d6c620f93 4377b5f06082683a 15d1a2c28a4ff9cf 6dc88256ec1246cf 9b582747d5615c8c cbbd5935d746a3c7 057cebfc39a9001f 5e8f4b872a4a3f93 5c818f28945866de 09f4f10145a62a6b 0dc0b32f5df6337c 1ff06913528d75b2 a32ae4849aedf6c9 e56536aef28fd4eb 38d427e1f43735b2 6d0394600efe5acd 778d5380bbef3714 6ff990bf4d5267aa 299977854f10eed4 8ae91aa609bec9cc f8318a849f803e2f 965d80c6ed8e6ae7 14863a0ea390532d c778cd303380fc01 1ecb1b41cdb56c05 6290beb0144c3242
6SvF0IVqSmdyXoca,3d7bf4956ddbe578 be1236ff48ce6736 ae5f6a8ba7013443 8bbed7d0829cd7a8 94bdc4298ff11d06 5703ccb374694b55 a42ae53796ce293a b1e143de9444b89e 4fb9d7cb169e38d4 d93b2fb9f526934a cbeb4eeb9db6e71a 6312c66bfbe91ef5 960f409365ed490d 99578370267e8b1d ead43322020efa62 c814d93fab4ae2f0 3cb2c239b7ba90d1 554e09b3cfb3eda2 50ac7caf6ffb0f79 b4a5d0ab9ff99338 0ab45cfa4cae86bc 761dfac0b2cc94b0 1213f71f009a24a2 c67d8933cda44c70 e97b8297a431898c 1e834f7d426881ac 493ba386ca1f524d d1ae4803efd09e8a d06145e145298841 75482ae1404b8fab 5392a6a082b07734 16fc6e3169040e2a 601f478872d0ec51 376199a1b68fe0e7 d0051dc0392a03da 344f78f96da1cfd5 4a92f2a57ba9bf42 2a8bfcc73dd59ed0 c289a40a1e9b4873 db5df47c432b6749 b19f54a13740d871 a88aca139c764194 9b73998aac498d27 7e6eb8124271838c 52bf6f466933728b 8b11d923da92aa6e 9d7c5b3b00944d03 22291d82f3014ba6 5aa6dd13da196921 61fc52c43fcdf713
5pPLdegTEiiCIacA,31aff87596fbcb46 4a865ef1ef08e386 db1e9c98c275614a aeea9276ae830341 53c4354bb1a19a72 322543d8aa453102 72d3eda3c22e0821 4ba41bd767151784 3349693e579211fa 04fe0bdd05ad6094 1c4dba06d9669a73 fde454725f7ae8bb 37288650425acb71 0428fe4dc4a59e0b 8ed9d354e8debeb4 346d36d7cf377ec1 4540a860cdfdf8e2 d5bbafe2c8cacdd0 686fec6af12175d0 46d9922e9a15bee5 f1ab768e0d8ad7ee 1e297a31005864e9 b149b3740c983faa a8dcee0ffc5d5db9 248ce1ffde55adcc b9f6066181c8a72c 699ac66ec41ce063 b94af422d5f2afb8 15326dfff7bbbb80 8bc048a70fa60b58 beafd9161d32b17a e0f3869cb0d55b29 e37d21dcaaa05104 7c5256e840a7c110 e0948f5c13511530 5670081d85914640 96246f0a4e80732a c9f8bdeb5a1944c4 ae625e927e383d3f b6b6227f2a5f0d01 73462199148cf0ad ef1d25ad244ca6cf c8bb1e77094b5abc 8ec4c7a68a0d9121 c883c136f696c9e0 50fcc99bc87b725a 9cf841429c5ed389 e5af1c4bf9269bbc 2b02d0a0ee7f9832 7a8ef26511bac4f0
gNvo2RiSjsVytRus,bd88f76ecc2a89ae eeab4de126bfd658 d47736e2b08b081f ae806c72e5699c73 7fc5939d61928e30 1daa6b705b098804 153116519670dc38 1860607386db2322 7d5f24c944a5ce87 6c880fd8e7dd2ee0 7ebec13230e3ae67 affacdc47de0d5b7 0563e451c39283f3 15b7dd1900d39330 00148dbdea316a8e e6244d3820b6ae3c 9592e1f639b48ba4 b854e02802b71f44 519f20688f73d1a0 c994b7c86615fd88 3a379a027ddc61de f479ef1f3e64c5e5 66b5876a1106d7ad 1d21b6bd3b40cff7 842cf959e2a465fc 96ee61debf206218 99b17a3acf71458c 473ceba9bed8ff18 ad7a8bbc908dbe1e 4a6410459d1da120 ed722c81a76c98e7 6970024dc7344798 50d1bbd88df0e526 f9c173e0f5659142 51f89e308d19bb4d 92d2dbce7bf91066 c8ef72457113baf7 04e2d78928090251 9da993143d732730 85d5349faf8cdb36 32577e8fe9c95a0f 51f6b2614c55b589 5617a1bbcfa878b7 129273908fc1bec8 ac3bf2d3286d4c9f fd0e97449994d614 01dbb986b540423e 057ce850299f5db6 04facde3198a9b03 189fb84b8d476eb3
HCiR7s33X1RqP8QY,5e405b77d6886d23 eda0b7ca37dee9ae e6e1021fe943ddc0 a753245c4c6b967a c7245267a38b4fd6 eb9574fe2b070d53 3f4071e5af004fa4 e09810855d7daad4 b050debcd95434d5 f1f7c0e76f4ccc3a fd998dd86188680f 073f227ec6fee1af 36654bb5e7cde53a c17a23fa74df4708 96125e24336f547d 90b51a1b3771b85d 22649b16d400aafa 8488ed6ab2cfca50 3f9b3071203a6780 31430c919b73954b cb069c4ce40b0c35 31590b2487608dbe ac62ed74dbacb1b0 248056e51ff0c68c a5d1db767998f290 1a2ad0dc258e366d d67db775b98db819 02afa9af4b566ff0 5f67f15079bdf8ad 1326bb2e044e6aaf 1153c08436b78fbf a3c422775d424276 823e3baeff28da9e cec06b9f45e809f9 31df3392c8a4b163 2b7f5f56fb2f2f80 0555722faca33643 cfb9e515c605fa36 3e698f3230017c1d abf2cfebfcebb081 07423cb251b3193a 073add63bfe6ca83 ed0b9164a9e1b725 8c2d2307fabd3b80 6d1fe5fd39ca59f8 588aada1d9c48a8c 0d95ba1689f63453 cb1b089645342332 b79fc69675dd97bf 018640c7572ad490
pzDaJryYJvdphMUf,bcfc5ac51f9b36bc ac53e34a0ac83074 103127a672718458 e867badcfea12f79 aefe8316a35d46bc ba9116a61fe71eef b4dff7d69c5d9a10 2a63d25a73e5b52e 6036a1325e3407cb c73239fc681212fd 2355064ab2433ec7 0b69251c1b16dba2 e041f4104d11dddc 44b08ed4c41c5a92 79ec6d618a491d39 eff8d78a8d81fb0c 1134248ba6eb1e0c 7521a60731ca7d0d 5ecabfc09fff7651 907fdfdfabd56448 8870def87bfcf87a 2e93cf410f8e7927 6968836695bb3e8b be2ca4edec6f2671 fccd53a02c482a0f 615823ab71c7891e 56a23d6ecb4b7b03 eca4747b4a3fdb76 54233fdef5c60fa4 d71eb5c31f65f05c 09abca9f17e01f0e f7988fe2e3fcfc4c 3c1f23c6229cca43 b290cdfe83607a8e bfb554be4692b839 815f3e68e9cf6240 60cdac997d4a7183 821d1a901673f019 0c24dd7ebd727012 9d21a4bfe746a141 a11b24d1550d8994 f526dc1753f0ab86 cc4ec4b3d25c4d86 43eda472f937c602 fd2d646d412d589a b0e186fee3c62c35 ed4d99e2b78606ea c35f4209c6326d57 b3e69895c80683b0 aea25a4a0c784674
erAbGnWsSnWkxNWR,7bdb5971d7c914c2 5543eb0ee43f7cf9 175523babd70fa18 523a6624ebb67a28 4ed0e488506f7c64 c3aeedf54aef7430 9eff9699497cf494 0026b925936971ac 4585835abbfd9e1f b9bd378901d74249 97511643ebeaca18 cbe90330f04520a6 01638550bfb8f9c5 50b76b10ae3f91b0 e65ea1f913ae8dca 574dbcc2878706e9 45e3ec056a539366 d866d7571b13636c 04b170a55ef902fd 64a75662b26d4a08 23a96f0f7b4ca00d bf802673e775612f 638e5cc66c263713 87683c1615a86e46 f01e8f40bc07c2fc 714aa96f1935dad7 da4931d903005c62 2f4141fe0273ad0e 549a06302078a921 b5468ef4e8941bb3 56b91d2330fe7392 e7335917bdb7473a 6fab9d0b090a514c bff0676b737bfd17 fe2557ad69fefa5d 457c90ce229cce17 6656f4bc962fe7b3 a2e0dbeb285d134e f8157e23819c69e0 39e3cf97bd3df706 ee782f0e0a79602a 7c19fb17eaccd640 619dda4be4640de9 adee08454d7fabac 9dadd278eaee83ca 5005c90428068385 fdc7a47b05cd046d b2caccdaac80b85d 11ec1ba3398a31a9 b373dd1e61de12e1
mblwQ0lWU6zctzmE,2c1f5cb862fe7557 6d9dbaacd4b27e05 84b687c0ad715b14 c798f81f8795b3aa b3c585abfcf20f0c ac0724290eb4f069 81e729d1c62d5270 4bc8525398c87b9b 6ac0fadde4c14adb 289c510445a89833 59118340261802b3 539859ad3ef06224 04c7f6313336d8ce 603d78c14ab2fee6 5b7b59fc61cf933c ec3d7f350e600c66 ed20c04a4660f4b6 3e3511015fac3080 84d5051a6492c2de 6dafac9b6ba3738b cc2d0d63eedc4f55 2601a55155d56ee9 52d48c3e39f28c54 2b6e6cc9a2920928 15a721f0cb53573b f7b943f31740f8a0 d85b5b416cb3414e 689835e7b9053a1d 9fa4d35c58420084 f21b9a2ea8db3cb8 715e82c3316070bf 6a62ad418be20315 1b38060f87e24351 826d0961ea852576 a1911218cbe648b0 88482d9016d6975c 153ebec41f5bc9cf 43af92ada367b10b ecee579cea198d01 ec72e071179d6e09 48d7bba8ab2f0a70 cbc15f20651a5df1 2324cbdb5217219d e7c453ef9defa521 e6d8564de6a2140a dce54f1ae8cd6b52 1f0c9ae550c798e0 000142792839f640 6ed757d0596f85c8 80782f00e8cc5c24
AVPr3F8h5ahCgmiH,df8cfe6337f73b4c c7ed259ce3453845 8775ae61cc550756 80208a40d5c96997 cd1fd769325bab9b c2d819e34cbf338a 494e3acf8fe3abd7 774427eefc2f5016 3bb686bf1a06cca9 16b4d07a81caf3a8 b57dd4b471d46faf 8d19e1c66e80fef6 689b7edb150a047e ce42aca9102dbecc f4213d7834cc904e 94de010602ea035d 112c86bd4e5b6957 e7415fa77b9d9839 6f32f48975159f59 3cd1dd2eef171032 5614dedc40d7d959 91bf433b0b5e7767 ae4b0219ebaa5c8c 169a07651578f08e c3a91f986994e221 e42dac8afd30c2f1 39cd0a8e90eba666 37b31759d6ec32f6 237c92b5e3254385 9dd436c4ee6c1783 1666dd7353fe498a d0bde64168c125b8 517bf6fd70376270 4b16961243dbf3ea 02aabce30f81e18e 409dc5c434533485 f1fbc7e8a187cbbf a057c11b54e9a026 54c92414c1ac5eee 004ec68f0975624e bc462775460085c6 da94da6d3039ffa1 b0375aa1d6d0f884 3484209712ffb6df 23510ca56c5f29c4 72068a4205ecc1f3 9665a0f4e0eae1fd beb3108034455d35 a852a25df031eb51 33efcb773a6f7e81
UqSJ06S1WOQ5gV9o,9fe14173ced87814 5129336a2f0dd541 a893138955e817c6 766c742dad28c8fb 698b1d97c072dc6d 350b382698d2ff40 580fef7592fb72ee d4b16b6fc48d8ac9 bbe44fba1d49cfa8 cf5f3c0b73b41be9 bed1fe500a3509bf ba8c39cec2ea3146 5c55f07e9ee4711f d342bb42fc98fab4 e8ead719218d5652 2c6c564183d61089 948a0f9466cf8dfd 17a0046b4a161f60 116af4b22dfb4222 e2a612417fb8d986 a10d324171782f39 bbd58728dffee452 f1e00b2a993f63fd e6b650b9d25e6c83 d7637bca8bb42a98 a91ce27189b130c6 df83f9c095231bf8 22e58e0d6220ca1e 1a1e02facffb1780 d7ef744c7263e2e7 65dc0504a5d72015 18fdcf28c2db7012 73b608034b61728c 84d6e346e0ba1604 fae1e0cfe9e23a4d c413265026f3ddfa e96ddd9eb8c389d3 a88bce549928e4c6 5a8d74fd5b0823bd da2ad45bb41e7887 071f7ecb5dd0ae31 d4a5b3fef931ae5f 2089786862b54a41 6181426303eaa299 c54de1cf5d45aa96 7cae8921f6bc8da9 94f6538ba58c187f 6a62231e33b36d67 7faf685d10af3c4b bd53831033be34b7
PPzfpTtwV0CcEd2Z,08df0cc8f0623613 040c56d5c293bd1f 9f306b59f0c203ee 06412ad7f5d8cc84 9cbf8f947ece4222 56861a35136d2d67 abd58b6462db17db 3726bdcedfd523c0 f50d7439a19da604 1df08485dd2bd528 702f0b6d90e6eb9e 38b44ed5e5f6764d 53032474621fe1d3 f2819984a2dbb8d3 3c12cb400dcb6121 8e2c0695d8749495 d7401a7f2e12b94a d780fd49f7c9b595 407bfe577cdf869d b29cad4fb4626c2c 9be8461bb9a228f5 3dc6bacb5ec89b6f 874f59ea198969af c8ae2bff5201d99b 6c03ffd1f729f448 34b5136611b8b492 e795170d5c964341 7b0f1109bb4ecd96 08f52075a4d4416c 939f3e3c64a8b88a 9d0bf92873907524 3bcbcf5369d1bd5d 32dd5a91867ebafb 38255d99951eb717 855c24c756c5fe3b d7c974f354818435 b5a6c9a6a511b89f 0da7f4815a3744b0 d7bfb6b9363ec6b1 b7614102a05754ab b29338f698c0527e 3bee90f75c99c9b7 6d4b0201c1af5808 01302b5a1e8b903b 3295f1196b76eea9 37ff9c74c0f82f99 ca7076c68c175e94 f054f3d793c3e703 df5767ecb2e5cea9 8f2cd1f3e9cc3f86
CSL5MSexOv5n2qMw,0a6582395c74f5b3 9dfc2ead6929b559 b429bb253a967e2e e023c13e57ad69b7 f23e3caec0202f5f 9c1a7044c25537f7 5302ea5fd1d36ebe f43b5ea6922fd2bf 0181cdf16470a86b aee13260d864d401 0a66ddd6eb96bd6d 7476c2f3ad236a47 e09647d3c173314b 4265411abbbf405a 33539f478a2ca02a be304662285b9a8f 8138a7b391e29034 8bb780189a2eb76d 69882643a613c982 e068c6f9ca103404 14e178d30d3985df 1bb699002a717294 d22815ff92cd1a47 4ce0959356bfcabc 260801f5e649186f e4dc4fd74ce1c4c6 53a262c1644afa63 9e5b312ae03dfa79 13f58fe9542bdb1a 0c8a36e283d43f46 2c6da0b6c9272fe3 09716f2a6ab44c0c 03e08eb8f11a3a5d 0da6f81229980968 7ca31bd26b54c2d3 d1762d84cbbf6eae ab3a5c0eb1aa7da6 56e3295572157d74 90872ad5fea97a70 fbb7ac8f63f95324 a413c0c31ebe5c3f 9f28638c4695cc98 67f8532ab1cd6c9d 77a1a9d8e808d482 78e093020a9410ba 0654823048b2fb84 53f9c8caeeb8111e edd7d381cffa4015 4ac1b5362445d885 cba533b4d734504c
YAjH3sPvvUhwI52x,e8ca4de676da5fbb 9259c05a2f8b7992 c56d6997ca0b427a 76386c242533d36c 6c0a9d292d914a8f 329981fda37a774d 990625f987329a3e 88710a59c7dc7c3a 24491cc7bef21a3f 41c3b796b5ee7917 985dbaef38d36482 17ba2c290af9c0ae 9c8a4fc2c6e1eaa7 fe044644a3a486b7 eb3924147ea8ee2e 712157534a24670d d09b747e52e0b5a5 b6a7c0482db2c0c0 e1f3fa191cd87b5f 5baecbc627a7b643 03f60ff294101b4f 4de989a08e685bbd c1af013fccbeac90 d4c39cfbb9567c20 d641094a89b09b75 9c84ab4b7ce4651d 7a86680116f56b46 fc97522e77d8cb85 de2073a6387efe2e 17aaa942bd40adb0 c34ac28e8606192c 7f4f39235353ca0c 9d7e778ea77c1a77 06630a02263aed0f a995a85729971e2d 72a111885a346977 d27e7d1f47dee49f 558c9d388e2924d7 9e519459aee09101 cb3189c357f37468 3fadcac7eb3bad46 ff86c2048bf57ca5 0ab82cc593d55624 0aa71cbf887ccb79 e4263be1ff5708e2 bff6dea1398aeadd 9b56b37a6617b1cb c316fa018261e044 84d8afdad5353a76 90f18f2ede004146
ycyjAFrXSDQl7KNO,644ae582c9a30bba cfcb188e4423cd30 f5c52a540b40133e 38cb593add02e6ee 5a81250a895a5055 b1a04aecbf037a59 00fb6c1d340f4467 3861c57ab269a11f 9a6f1c1d8125d3f1 c99adf8556f4826b 8bf15f9eb48b65ee 273e28330a0e1d9d 617e0194607b2578 9fe44ebfeb5012ad 7446026e23bce735 b869041913f74f5d 3dd601af2444296d 747e68104c95ae9a d0654a43de0c99aa ae9c1f48a334b0f0 3587ce6d864603a2 fced985a750e57ad 2256df6d004489ac ddb1ac6e6e85fe5e e1562a6d99e53034 174f0ac4aeac46f7 697c7fdae254c359 db7f14de2f730df5 46ff05c8ec4693dc c59f505bed86ebc0 8a95a9081cafcb7c 424ea2785eb314da aff05b26431ecdf8 4afc33ed9582ba14 4130967460b90589 8b1a7d01d7b092f1 ac8a07a433cb4294 5710cec279080227 95cfedaffd1cef34 48d126c7866201ec 3ada9a155eef5116 ee162471e9ff3d53 76c5fca0db25eb43 2f607989aa99e505 c351b90363a70dbf 6d74d4bfa4b5a77f 06c889dc2b9e733e cfacbe192e1ba6ce ee81575900eddf30 1fdf48077a72ab59
IxNIMs2Vn4DvlGbe,19a10042fa00cfcf 4a625f0e57373968 6f5e2129ee72f572 2d6af1b9fe255e38 b7270695ec4fe680 7d861f3e5159ff20 373dc9f24727e0a6 00961d298a1b376b bfa3c6579620d111 ecf3215f8f64626f 05afb4f176e3f8a4 40dddb6380abf390 c31a754ca419964b 80255a3d507b0691 d4dc70d3cf23e947 7fc27053e2e62921 f9852210ba6ef923 7777e464cdec7797 5c9a83cade60c6a4 51ef85be07f92824 ea8f7608107184df 57106d118f3b20ff 874329ce96bfbc78 dae2d28a4b3b1139 665d16d451156f24 fc2e3928e3542c77 a9a1b9c6d384fef0 31b2aaa2e0dcee22 06e55f4aee986606 868ad15ca3216c7d 582b6b0776115c37 697818334d10eb27 d757bf7209569234 a1f38c4bb69fdb57 2831def3f3b1f3db 48b68ac45955ddb4 ab2b6553d4354b1c 6a82d5a4e37f8830 5d8c0e6909b1f790 d0b5d5137ca51ec5 596101a3a5f18e51 f9afde5f98a195e6 d0479778fa42a241 25b8af115e31a1e8 e050ede31e4e50b7 b8e1361d90c8982e 3a8e702f64bef056 d5cf6655784bf5a1 808ae8960c1ea25a fbf09735bf3f9b9d
JjbDBcgAbvFBqgew,83ab8513accf544b fa21229f5cbdd8e1 8af707b34c3d7bdb b268ef4c580be5fa 940c2349e520656f 2ac354d030655756 140ca7d999905647 3f895be45b787d10 ee59adb96587eb22 c71f6423acfb2962 2e9612192557ba78 a42d39a402f5c137 20f9acb797891645 99dad3b4f2117c90 b668459ce7217e3a fa687a9fd34c1af1 27745a0af6511921 60bb08dce6f77928 3826073593a314c9 3dfe617e5c0d5d38 8768b9948b5b33b1 c5bb7f2922db0fc9 48b6e4eb379161ca d1007c19d78dee4a fc1f8d0e61737dcd 498b20b62b49759f 7940d64befe0245c 754a7d03067f5ccb cc20d66522df6bd4 b1cd1f0ce5f223fd d615bbcda7620a6d 12ddd442de6f8177 aad28546f60388e6 e553fad23592d33b 5f418fe4ad088b42 2e3eabda5e8a8247 7f6d328200788bd5 7800e19261d71a43 0926df2c6892076a ad7a9c0316bc0196 690039bcf4347088 19a6b905f0af5cf8 68a1cd613699e6aa 9a4aff96cdd3b39f d12b1e9b8442d3f8 b5a3e3ecc0b50d29 7dcb89e903018d27 9b25cce68cf9f06e 22a8e4888e0e9e05 217b82b6ed0c47bf
M2BOblnUK8H4HTI6,6ce242ddf484cdf7 f97826030a67a6fa 9535a6945ace4bdf 940818dca19fca36 ea28fa07639a190e 35065b7641a3d1a0 f217cc23a4a855fb 3b0972d78c65c6aa 7a272ecba1eb7363 add7ea36cca14eee cc2c81ed824e04cd dd816fbb94d8f11e fc0c888dbe5a0b96 f5a223cdaeffe7f8 bb3159fdde3b129b 93df183f261b0d9a 9478a636e6ba1a0f c21d4c2ff51a6ac7 6f0f0f4684b2a8fe bb2c906d855ddc8e 230855cfa651066d 136baf5b595d4d07 ebdf0bb4fdfa0036 259402f15c902e9e 08d5f62ea7243048 2e42dda643a36634 e8579c92a579f847 93de5982491cc9d6 3c2b9e051ada36bb c38c65f2aa7034b5 eacac0bdcf5d3a55 6b79a8f683eac238 cf5beea58ecee566 5b196fd7be0a25a5 29fa46d76e6fa346 93497d222a4960b1 36a5ac23a04f7a85 7ecd3420da9b1332 03c23998d0f44de1 9e848d8a3d2312e1 04bcfbbd6003ad43 a89a34aa30151e54 806040a7e11c2c57 0ab0ffdacfd0d852 ad8204de8d89e086 2b4a476058e75bed 476ae3c8781f5b97 46ac9cf75950155c ba3c37b687422c36 b79cb8c44a92b930
1pJD9WnrslvIBsRv,633d9a30740a7843 44d720b38702e266 08e7fced47c7e0d4 5f47cc6b94a96ff0 810f4ae15594a916 bffdc7aa647b90ee d4e6acd11dc1f476 fc4e50198ac0da26 c146d864cde21390 698ea2c7d35a3065 629db3a5ad91c9b0 546fa4da37e64be9 b6fc18e7eece7878 4fa373c57b459050 83fcbdf4ffc2d4b9 16a7a32e26085c15 3ef7753a2a88af5a 13183bebd6f7ba75 e642e61050472ec0 d12d5bcef3b7918f 726b9f226490ca0b 3eb8271d7fafc04c 42213c254ce98b92 562d3767e140e5bd a3d048aa76c65fff 7e1607b371e96531 8fd517c582425d07 2c231d392f13039b 7d830afe7c14efb2 8d6744b1efe6b70c 201eed3055b8ba24 c654727159b1a3ce 817377f53a22b9d4 6abc3030b73ac3cd 05c96b35531f0a7d 6311e18d27864406 9dbf70d1b533a8a5 73e53db6d5b91e41 7aa1095376c8b6af f0b5fabf1873a3c5 95af8baf74c834a2 f7ceaf33bdc4206c 8100f5468fb97ff1 3fdbd7986c36e03e 9775b13a78f00202 f1ea96b1ba760249 a88d397a81900b19 ae002c7c075f8e9d b94c2fc0751bdddf 27099fcdd1e47f09
omvejlEJ0EY12SWm,d765aa98f047a552 8142fbcdfd1a7ba3 6b27a3fd32efd2a5 e461f7db92e59495 389e60134f35c54d ab99a44e80a617d8 f0d954099468cb07 3e52dce187f113d2 0123a6578d8446c7 bd68850dd75007f9 503d2e9aaab3bb51 6995259b0ab40c0d a8254722eb00f95a 05fa76bad4f2cc76 f364c1575812265f 2677a60ff44804ba 9b71faf567894b34 367f138efb5a1e01 7c118dbd6759146e ac1b4e527c562d35 1c8330e6907d527c 026c31bf8aa812bb 7300a9ca761e66b1 6dc1c0cd57c655df d9ffa675b52c394c 0ed3834ea920a346 e56ffb5ba29b81d8 dbbc19707aa6e85d e8c34a1dfb5a1862 6e2a1627c19ce150 908bb55f0a08d8be ebd1074a950931a2 6ac332fa7e7f87f0 fb73dbd435b37421 9fef8dc40e7c4dbf d6b34eb4ba86098f 4ca3f8dbe76d5195 c794f0da84770b44 b22d00cac09bc37b 23e379ab2bebabfc d79001c58fe8a45d 0b3290677148b02c 8f12c819394ef9c6 c7caec294467a935 d06f86cae8306622 5ce3c2c2e91cf439 c6f96f5b19ebceed 49b76f7f3ff93ba8 4ec54ce22d8878bd 20b286ae99a18c4a
IEgkDz9TiLGyJPcz,f63afa2892a7b16e f2feb4e996b71c51 c7517fa9d8c3dff7 6dae4ead996a7730 f58967a1413d9c23 dd8bd9cf54ba3a21 dd0190d8eb8a0a0b b31a31e9f647292b f60f89575062fe38 7dfab72503b52267 340e5cd0048484d8 9d3510565eee472d 98e3dc5d2ffe8ee4 f23dad66ed0f4379 ec49c59f061d4544 33b0167437a5b34d f2dc53dffd07ed00 e43e471dcb7d2275 adf450e6c3d83331 16a75ff9b1f4960a 854ec5f1160ca0a6 4dc6fb20a52f4b1d 42000f1eb2122e68 ebffe0dcca9b557d d5cc443839c6f45a c717181461fbdff6 1ac60bf25382621e 9809bb2d67992af3 e4ff1368be626604 e93bd5a0f1e345be 7e03dd0cf1f54772 eaf9139acd58098d 028241b7ee3b65d0 208f05fec30983c6 90ab1767a724beb9 a6497b627f562abe 2f575dfa9cad648b f7d257ae40545509 594a0149cd4ea035 e26e707c83413325 533c26a797de4e5b 1335f437e71e1aa8 7bc3408d2b7db038 5dd3c8c299bd5fde ea0f753d4ed73a4e f514ee31e23bdeec b246054672672d1a 67f592019622cee5 73fd07632e816a4b 9c1652ab3ac2afe0
gBq5NvlLkDWXfdFs,933665a90e84cecf e696660d18c4dc54 91bccc338cd8c9a2 0f4bdc5515f1799e 8a94eb0d71d74984 28d469c5efaac5ea 6f6851707b2491c6 f555ebf8aa0a5702 d5dadf5ed089d8de 10f9ce5851ff1f94 7deebd37062f5e53 77c4a08e2ae05746 b4b7f9814efa70c7 d892bf9d2c5a4c80 25ba9a8a4fd08497 d4cbb2fdb96d56bd 30f8483b613a9bc4 9624c5b374332617 1f807f86f17003fa 053e4873590b150a 52e3299023801302 0f64958371e87bcb 9f6a0850843efe66 44c288589e548fbb b09a0e4b5e6b8d2c 45f4d4bbc94659c9 b3e36ca11e1909bc bb56bb042a73a861 893aecf9e37769e4 17556b7e4967a419 dd862409683dc322 c974cb46da83719e bb63637c64ae4e4b 738ddbe3eefaae2c 599ae81cfd97cbcf 86909b21da71015d bdb2834fcd96ed44 f369d6396a7b0653 96a5fbc2524432e8 1559bdb3ba2ad996 9f16ad577fceed43 526225f45400b17f 23e271b2399a9f8d a012b8bf8fbaecf9 657d8c66566d067a f5957b055aa406ca 42e28051ff454061 76d9140cd08a89dc 8936a2d6f5526a21 10ccd6afdc3af2f8
4d56bexpi9UCm6JN,709f9f0b460365ca 3f6723f11d06eace 1b922f782d05e7d4 77dc150cde63771f 710bd7920a0a9bd0 0832258f5545ec10 e4485bc16ace0518 c5ca25ff3c179533 c1be28ce6c7ed294 5385e667ddc91504 2c5391288acaea27 2e7aea52c60fb412 7a0af1a87e880067 4f67f29c8c1961eb f44c4659214832f8 9b7a1f1605307eb1 f5410871aa05ec36 ed3a52e764bc2d76 3bc503f9b054b0c5 2594be9980e451d1 d5b392dc959f742f 92adb1b569b8638d dbee2586179c699d 4c30b0c8f241abb4 5561ebfb01ff0179 fc736b242ff24d52 590590aab9790258 0a02943d611c1cd9 da59189beed24e93 156f7b2154d27c0c 37b1e17ac8e7fe2f bbc27d1c0554eaa3 e4b3e89e2599acf9 dc1dda065e739a44 661659abe16aa323 284b89179acd290d 63bbc1f91cdc0b8c fb4f01ed1b1080b3 1b0266c91e7e588b c02eacca4036222e 8c688ccecb9b1781 7e9260881044a02d ce93e739795ebede 321c524a549ef9ad 36e2793a82130d15 ab22ce38f56f877a 87b177ddf56da02c 9a15537aec3b74b7 9d64a6414244ca35 f99f5d3594c39018
qA8hyjUyRK4Zk2sc,c50148cbe777041b 1aaee1911f37653a b8b6c68acf65cda0 35d31b1ca90c82b5 cfe13ae1cb38ca79 47ce17df693ac05a 5c3a97c3a523fcd6 54501d708cc243fd af1249aa1bb18aed 645880e41a607aa2 be413ffa25a3a753 06f828acf5d15325 cc602a696426400b 7653e4567c365dee 3ab820c990570c39 588692838d01ab48 21005af6a01a82c2 bec952db4c449ca1 1d8ebfad93af7c6f dbbd97d216526e5f 604e0fa212619659 b0e884e818c34922 566254bd3979568c d5cddad7da00357b 7145241473e8c04e ea10272c21c69820 1a8eb044daabf468 526f7129737e2e37 76cb6c4e62808905 f65e1a3d07c46b52 6044893ad3dd3a1e cfebc0610e5e93ad ef5cfc5ed1301de8 c2892b38f3bb30d8 7262dce750744822 a2d993e49f3faf44 b378cd83aefc7263 2888cf563b1bf0aa ddc91b62f7305d42 461e3af7d502e411 5eb3a4a68dafd927 e1fee54fbb348697 a50ed7d92e0637dc 23f15ca87fb85440 2e18a763c8e22c1c 89f00261e8d8f692 149628590cb2a76f e44a6202a60108ea 8bb5695b8774e588 de46c5758ce3566f
